id,category,prompt,expected_need,citation_known,text_needed,search_needed,case_law_needed,historical_needed,normattiva_score,normattiva_verdict,gestiolex_score,gestiolex_verdict,winner,normattiva_strengths,normattiva_weaknesses,gestiolex_strengths,gestiolex_weaknesses
11,exact_known_link,Linka art. 575 c.p.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
12,exact_known_link,Linka art. 640 c.p.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
13,exact_known_link,Linka art. 192 c.p.p.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
14,exact_known_link,Linka art. 111 c.p.p.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
15,exact_known_link,Linka art. 24 Cost.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
16,exact_known_link,Linka art. 3 Cost.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
17,exact_known_link,Linka art. 42 l.fall.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
18,exact_known_link,Linka art. 18 L. 300/1970,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
19,exact_known_link,Linka art. 7 L. 300/1970,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
20,exact_known_link,Linka art. 33 codice del consumo,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
21,exact_known_link,Linka art. 2043 c.c.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
22,exact_known_link,Linka art. 2051 c.c.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
23,exact_known_link,Linka art. 2947 c.c.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
24,exact_known_link,Linka art. 2697 c.c.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
25,exact_known_link,Linka art. 2087 c.c.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
26,exact_known_link,Linka art. 83 c.p.c.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
27,exact_known_link,Linka art. 112 c.p.c.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
28,exact_known_link,Linka art. 183 c.p.c.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
29,exact_known_link,Linka art. 360 c.p.c.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
30,exact_known_link,Linka art. 96 c.p.c.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
31,exact_known_link,Linka art. 575 c.p.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
32,exact_known_link,Linka art. 640 c.p.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
33,exact_known_link,Linka art. 192 c.p.p.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
34,exact_known_link,Linka art. 111 c.p.p.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
35,exact_known_link,Linka art. 24 Cost.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
36,exact_known_link,Linka art. 3 Cost.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
37,exact_known_link,Linka art. 42 l.fall.,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
38,exact_known_link,Linka art. 18 L. 300/1970,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
39,exact_known_link,Linka art. 7 L. 300/1970,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
40,exact_known_link,Linka art. 33 codice del consumo,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",non e ottimizzato per generare link URN-NIR
41,exact_extended_link,Genera il link per art. 5 D.Lgs. 231/2001,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
42,exact_extended_link,Genera il link per art. 7 D.Lgs. 231/2001,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
43,exact_extended_link,Genera il link per art. 29 D.Lgs. 81/2008,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
44,exact_extended_link,Genera il link per art. 18 D.Lgs. 81/2008,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
45,exact_extended_link,Genera il link per art. 2 D.Lgs. 196/2003,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
46,exact_extended_link,Genera il link per art. 30 D.Lgs. 196/2003,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
47,exact_extended_link,Genera il link per art. 50 D.Lgs. 36/2023,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
48,exact_extended_link,Genera il link per art. 108 D.Lgs. 36/2023,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
49,exact_extended_link,Genera il link per art. 80 D.Lgs. 50/2016,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
50,exact_extended_link,Genera il link per art. 48 D.Lgs. 267/2000,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
51,exact_extended_link,Genera il link per art. 52 D.Lgs. 267/2000,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
52,exact_extended_link,Genera il link per art. 1 D.P.R. 380/2001,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
53,exact_extended_link,Genera il link per art. 31 D.P.R. 380/2001,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
54,exact_extended_link,Genera il link per art. 67 TUIR,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
55,exact_extended_link,Genera il link per art. 3 D.Lgs. 81/2015,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
56,exact_extended_link,Genera il link per art. 19 D.Lgs. 81/2015,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
57,exact_extended_link,Genera il link per art. 2 D.Lgs. 286/1998,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
58,exact_extended_link,Genera il link per art. 3 D.Lgs. 14/2019,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
59,exact_extended_link,Genera il link per art. 40 D.Lgs. 14/2019,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
60,exact_extended_link,Genera il link per art. 137 codice del consumo,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
61,exact_extended_link,Genera il link per art. 5 D.Lgs. 231/2001,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
62,exact_extended_link,Genera il link per art. 7 D.Lgs. 231/2001,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
63,exact_extended_link,Genera il link per art. 29 D.Lgs. 81/2008,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
64,exact_extended_link,Genera il link per art. 18 D.Lgs. 81/2008,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
65,exact_extended_link,Genera il link per art. 2 D.Lgs. 196/2003,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
66,exact_extended_link,Genera il link per art. 30 D.Lgs. 196/2003,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
67,exact_extended_link,Genera il link per art. 50 D.Lgs. 36/2023,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
68,exact_extended_link,Genera il link per art. 108 D.Lgs. 36/2023,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
69,exact_extended_link,Genera il link per art. 80 D.Lgs. 50/2016,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
70,exact_extended_link,Genera il link per art. 48 D.Lgs. 267/2000,link_normattiva,True,False,False,False,False,4,strong,2,partial,normattiva,link Normattiva deterministico,,"puo verificare o recuperare fonte, ma meno deterministico",mapping atti speciali meno affidabile
71,exact_text,Trova il testo di art. 2043 c.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
72,exact_text,Trova il testo di art. 2051 c.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
73,exact_text,Trova il testo di art. 2947 c.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
74,exact_text,Trova il testo di art. 2697 c.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
75,exact_text,Trova il testo di art. 2087 c.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
76,exact_text,Trova il testo di art. 83 c.p.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
77,exact_text,Trova il testo di art. 112 c.p.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
78,exact_text,Trova il testo di art. 183 c.p.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
79,exact_text,Trova il testo di art. 360 c.p.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
80,exact_text,Trova il testo di art. 96 c.p.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
81,exact_text,Trova il testo di art. 575 c.p.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
82,exact_text,Trova il testo di art. 640 c.p.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
83,exact_text,Trova il testo di art. 192 c.p.p.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
84,exact_text,Trova il testo di art. 111 c.p.p.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
85,exact_text,Trova il testo di art. 24 Cost.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
86,exact_text,Trova il testo di art. 3 Cost.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
87,exact_text,Trova il testo di art. 42 l.fall.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
88,exact_text,Trova il testo di art. 18 L. 300/1970,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
89,exact_text,Trova il testo di art. 7 L. 300/1970,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
90,exact_text,Trova il testo di art. 33 codice del consumo,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
91,exact_text,Trova il testo di art. 2043 c.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
92,exact_text,Trova il testo di art. 2051 c.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
93,exact_text,Trova il testo di art. 2947 c.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
94,exact_text,Trova il testo di art. 2697 c.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
95,exact_text,Trova il testo di art. 2087 c.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
96,exact_text,Trova il testo di art. 83 c.p.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
97,exact_text,Trova il testo di art. 112 c.p.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
98,exact_text,Trova il testo di art. 183 c.p.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
99,exact_text,Trova il testo di art. 360 c.p.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
100,exact_text,Trova il testo di art. 96 c.p.c.,article_text,True,True,False,False,False,3,partial,4,strong,gestiolex,link Normattiva deterministico,non restituisce direttamente il testo,puo restituire testo articolo se riconosciuto,
101,exploratory_norm,Mi serve la base normativa su prescrizione risarcimento danno,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
102,exploratory_norm,Mi serve la base normativa su responsabilita del custode,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
103,exploratory_norm,Mi serve la base normativa su onere della prova inadempimento,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
104,exploratory_norm,Mi serve la base normativa su clausole vessatorie consumatore,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
105,exploratory_norm,Mi serve la base normativa su mediazione obbligatoria condominio,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
106,exploratory_norm,Mi serve la base normativa su distanze legali tra costruzioni,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
107,exploratory_norm,Mi serve la base normativa su usucapione beni immobili,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
108,exploratory_norm,Mi serve la base normativa su patto di non concorrenza,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
109,exploratory_norm,Mi serve la base normativa su licenziamento giusta causa contestazione,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
110,exploratory_norm,Mi serve la base normativa su ferie non godute monetizzazione,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
111,exploratory_norm,Mi serve la base normativa su separazione addebito,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
112,exploratory_norm,Mi serve la base normativa su affidamento condiviso minore,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
113,exploratory_norm,Mi serve la base normativa su privacy videosorveglianza lavoro,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
114,exploratory_norm,Mi serve la base normativa su decreto ingiuntivo opposizione termini,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
115,exploratory_norm,Mi serve la base normativa su appalto pubblico esclusione concorrente,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
116,exploratory_norm,Mi serve la base normativa su crisi impresa composizione negoziata,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
117,exploratory_norm,Mi serve la base normativa su condominio infiltrazioni lastrico,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
118,exploratory_norm,Mi serve la base normativa su responsabilita medica consenso informato,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
119,exploratory_norm,Mi serve la base normativa su diffamazione online danno reputazionale,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
120,exploratory_norm,Mi serve la base normativa su contratto preliminare inadempimento,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
121,exploratory_norm,Mi serve la base normativa su prescrizione risarcimento danno,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
122,exploratory_norm,Mi serve la base normativa su responsabilita del custode,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
123,exploratory_norm,Mi serve la base normativa su onere della prova inadempimento,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
124,exploratory_norm,Mi serve la base normativa su clausole vessatorie consumatore,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
125,exploratory_norm,Mi serve la base normativa su mediazione obbligatoria condominio,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
126,exploratory_norm,Mi serve la base normativa su distanze legali tra costruzioni,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
